Con,Ecg,ecg_filtered,ecg_pow,ecg_pow100
-1.00,2.41,-0.06,-0.00,-0.17
-1.00,2.20,-0.26,-0.02,-16.75
-1.00,1.59,-0.11,-0.00,-1.42
-1.00,1.47,0.32,0.03,33.55
-1.00,1.66,0.29,0.02,23.84
-1.00,1.92,0.00,0.00,0.00
-1.00,1.99,-0.23,-0.01,-11.98
-1.00,2.04,-0.17,-0.00,-4.77
-1.00,1.96,-0.08,-0.00,-0.46
-1.00,1.94,0.07,0.00,0.35
-1.00,1.88,0.08,0.00,0.44
-1.00,1.92,0.09,0.00,0.64
-1.00,1.89,0.00,0.00,0.00
-1.00,1.97,0.01,0.00,0.00
-1.00,1.98,-0.05,-0.00,-0.11
-1.00,2.12,0.00,0.00,0.00
-1.00,2.19,-0.04,-0.00,-0.05
-1.00,2.37,0.01,0.00,0.00
-1.00,2.47,-0.02,-0.00,-0.01
-1.00,2.65,0.02,0.00,0.01
-1.00,2.72,-0.02,-0.00,-0.01
-1.00,2.80,0.01,0.00,0.00
-1.00,2.75,-0.01,-0.00,-0.00
-1.00,2.71,0.03,0.00,0.04
-1.00,2.58,0.01,0.00,0.00
-1.00,2.45,0.02,0.00,0.01
-1.00,2.17,-0.03,-0.00,-0.03
-1.00,1.99,0.04,0.00,0.06
-1.00,1.81,0.01,0.00,0.00
-1.00,1.73,0.00,0.00,0.00
-1.00,1.60,-0.05,-0.00,-0.13
-1.00,1.59,-0.01,-0.00,-0.00
-1.00,1.50,-0.05,-0.00,-0.12
-1.00,1.52,0.01,0.00,0.00
-1.00,1.48,-0.01,-0.00,-0.00
-1.00,1.55,0.04,0.00,0.06
-1.00,1.55,-0.01,-0.00,-0.00
-1.00,1.67,0.03,0.00,0.04
-1.00,1.71,-0.02,-0.00,-0.01
-1.00,1.79,0.00,0.00,0.00
-1.00,1.82,-0.01,-0.00,-0.00
-1.00,1.91,0.02,0.00,0.01
-1.00,1.89,-0.02,-0.00,-0.01
-1.00,1.91,0.02,0.00,0.00
-1.00,1.84,-0.01,-0.00,-0.00
-1.00,1.86,0.04,0.00,0.05
-1.00,1.76,-0.02,-0.00,-0.01
-1.00,1.80,0.03,0.00,0.03
-1.00,1.79,-0.02,-0.00,-0.01
-1.00,1.84,-0.00,-0.00,-0.00
-1.00,1.84,-0.03,-0.00,-0.03
-1.00,1.92,0.01,0.00,0.00
-1.00,1.96,-0.01,-0.00,-0.00
-1.00,2.09,0.02,0.00,0.01
-1.00,2.10,-0.04,-0.00,-0.06
-1.00,2.10,-0.00,-0.00,-0.00
-1.00,1.95,-0.02,-0.00,-0.01
-1.00,1.95,0.08,0.00,0.53
-1.00,1.85,0.01,0.00,0.00
-1.00,1.79,0.01,0.00,0.00
-1.00,1.61,-0.05,-0.00,-0.10
-1.00,1.64,0.05,0.00,0.12
-1.00,1.69,0.00,0.00,0.00
-1.00,1.86,-0.01,-0.00,-0.00
-1.00,1.96,-0.07,-0.00,-0.39
-1.00,2.06,-0.04,-0.00,-0.06
-1.00,2.09,-0.02,-0.00,-0.00
-1.00,2.78,0.22,0.01,10.37
-1.00,3.53,0.01,0.00,0.00
-1.00,4.00,-0.21,-0.01,-9.77
-1.00,4.22,-0.17,-0.00,-4.86
-1.00,4.24,0.00,0.00,0.00
-1.00,4.09,0.12,0.00,1.78
-1.00,4.14,0.25,0.02,15.51
-1.00,3.98,0.05,0.00,0.10
-1.00,3.86,-0.00,-0.00,-0.00
-1.00,3.98,0.03,0.00,0.02
-1.00,3.91,-0.15,-0.00,-3.08
-1.00,3.33,-0.25,-0.02,-15.79
-1.00,2.63,-0.02,-0.00,-0.01
-1.00,2.28,0.25,0.01,14.93
-1.00,2.28,0.22,0.01,10.70
-1.00,2.27,-0.05,-0.00,-0.16
-1.00,2.29,-0.16,-0.00,-4.27
-1.00,2.22,-0.16,-0.00,-4.47
-1.00,2.20,-0.03,-0.00,-0.03
-1.00,2.12,0.02,0.00,0.01
-1.00,2.17,0.10,0.00,1.14
-1.00,2.24,0.06,0.00,0.27
-1.00,2.32,0.01,0.00,0.00
-1.00,2.26,-0.05,-0.00,-0.14
-1.00,2.24,0.00,0.00,0.00
-1.00,2.22,0.02,0.00,0.01
-1.00,2.29,0.04,0.00,0.05
-1.00,2.23,-0.04,-0.00,-0.07
-1.00,2.25,0.01,0.00,0.00
-1.00,2.21,-0.02,-0.00,-0.01
-1.00,2.21,0.01,0.00,0.00
-1.00,2.10,-0.03,-0.00,-0.03
-1.00,2.05,0.03,0.00,0.02
-1.00,1.95,0.00,0.00,0.00
-1.00,1.88,0.02,0.00,0.01
-1.00,1.75,-0.02,-0.00,-0.00
-1.00,1.63,0.00,0.00,0.00
-1.00,1.47,-0.01,-0.00,-0.00
-1.00,1.41,0.03,0.00,0.03
-1.00,1.28,-0.02,-0.00,-0.01
-1.00,1.24,0.01,0.00,0.00
-1.00,1.17,-0.02,-0.00,-0.01
-1.00,1.18,0.00,0.00,0.00
-1.00,1.15,-0.02,-0.00,-0.01
-1.00,1.19,0.01,0.00,0.00
-1.00,1.16,-0.02,-0.00,-0.01
-1.00,1.20,0.02,0.00,0.01
-1.00,1.14,-0.02,-0.00,-0.01
-1.00,1.16,0.03,0.00,0.04
-1.00,1.12,-0.00,-0.00,-0.00
-1.00,1.09,0.01,0.00,0.00
-1.00,1.05,0.00,0.00,0.00
-1.00,1.17,0.04,0.00,0.09
-1.00,1.22,-0.03,-0.00,-0.04
-1.00,1.31,-0.03,-0.00,-0.02
-1.00,1.32,-0.04,-0.00,-0.07
-1.00,1.40,0.02,0.00,0.01
-1.00,1.39,-0.01,-0.00,-0.00
-1.00,1.46,0.04,0.00,0.06
-1.00,1.45,-0.00,-0.00,-0.00
-1.00,1.49,0.02,0.00,0.01
-1.00,1.47,-0.01,-0.00,-0.00
-1.00,1.53,0.02,0.00,0.01
-1.00,1.51,-0.03,-0.00,-0.02
-1.00,1.55,0.01,0.00,0.00
-1.00,1.53,-0.02,-0.00,-0.00
-1.00,1.57,0.01,0.00,0.00
-1.00,1.55,-0.01,-0.00,-0.00
-1.00,1.62,0.02,0.00,0.01
-1.00,1.57,-0.03,-0.00,-0.03
-1.00,1.58,0.01,0.00,0.00
-1.00,1.48,-0.02,-0.00,-0.01
-1.00,1.43,0.03,0.00,0.02
-1.00,1.19,-0.04,-0.00,-0.05
-1.00,0.98,0.03,0.00,0.03
-1.00,0.78,0.04,0.00,0.07
-1.00,0.77,0.07,0.00,0.28
-1.00,0.81,-0.01,-0.00,-0.00
-1.00,1.03,-0.02,-0.00,-0.01
-1.00,1.19,-0.10,-0.00,-1.08
-1.00,1.57,-0.01,-0.00,-0.00
-1.00,2.18,0.04,0.00,0.07
-1.00,2.53,-0.12,-0.00,-1.60
-1.00,2.39,-0.16,-0.00,-4.33
-1.00,2.13,0.06,0.00,0.27
-1.00,2.09,0.28,0.02,22.16
-1.00,2.23,0.21,0.01,8.69
-1.00,2.17,-0.07,-0.00,-0.33
-1.00,2.14,-0.10,-0.00,-1.05
-1.00,2.00,-0.11,-0.00,-1.48
-1.00,1.95,-0.02,-0.00,-0.00
-1.00,1.85,-0.01,-0.00,-0.00
-1.00,1.86,0.04,0.00,0.04
-1.00,1.79,-0.01,-0.00,-0.00
-1.00,1.86,0.03,0.00,0.02
-1.00,1.79,-0.04,-0.00,-0.08
-1.00,1.83,0.02,0.00,0.01
-1.00,1.88,0.01,0.00,0.00
-1.00,2.04,0.03,0.00,0.03
-1.00,2.09,-0.05,-0.00,-0.13
-1.00,2.17,-0.01,-0.00,-0.00
-1.00,2.14,-0.02,-0.00,-0.01
-1.00,2.16,0.04,0.00,0.05
-1.00,2.15,0.03,0.00,0.02
-1.00,2.20,0.03,0.00,0.03
-1.00,2.21,-0.01,-0.00,-0.00
-1.00,2.28,-0.00,-0.00,-0.00
-1.00,2.17,-0.07,-0.00,-0.34
-1.00,2.09,0.00,0.00,0.00
-1.00,1.95,0.01,0.00,0.00
-1.00,1.94,0.07,0.00,0.36
-1.00,1.83,-0.02,-0.00,-0.01
-1.00,1.80,-0.00,-0.00,-0.00
-1.00,1.74,-0.02,-0.00,-0.01
-1.00,1.79,0.01,0.00,0.00
-1.00,1.72,-0.05,-0.00,-0.14
-1.00,1.73,0.01,0.00,0.00
-1.00,1.72,0.00,0.00,0.00
-1.00,1.79,0.03,0.00,0.03
-1.00,1.72,-0.04,-0.00,-0.08
-1.00,1.73,0.02,0.00,0.01
-1.00,1.68,0.01,0.00,0.00
-1.00,1.80,0.06,0.00,0.19
-1.00,1.79,-0.04,-0.00,-0.08
-1.00,1.85,-0.01,-0.00,-0.00
-1.00,1.80,-0.03,-0.00,-0.04
-1.00,1.84,0.03,0.00,0.03
-1.00,1.79,-0.01,-0.00,-0.00
-1.00,1.83,0.03,0.00,0.04
-1.00,1.78,-0.02,-0.00,-0.01
-1.00,1.82,0.02,0.00,0.01
-1.00,1.76,-0.03,-0.00,-0.03
-1.00,1.81,0.02,0.00,0.01
-1.00,1.74,-0.03,-0.00,-0.02
-1.00,1.77,0.02,0.00,0.01
-1.00,1.70,-0.02,-0.00,-0.01
-1.00,1.75,0.04,0.00,0.04
-1.00,1.69,-0.03,-0.00,-0.03
-1.00,1.70,0.01,0.00,0.00
-1.00,1.66,-0.01,-0.00,-0.00
-1.00,1.81,0.05,0.00,0.15
-1.00,1.88,-0.03,-0.00,-0.04
-1.00,1.93,-0.04,-0.00,-0.06
-1.00,1.84,-0.05,-0.00,-0.12
-1.00,1.90,0.07,0.00,0.29
-1.00,1.86,0.01,0.00,0.00
-1.00,1.90,0.03,0.00,0.03
-1.00,1.84,-0.02,-0.00,-0.01
-1.00,1.84,0.01,0.00,0.00
-1.00,1.76,-0.02,-0.00,-0.01
-1.00,1.74,0.02,0.00,0.00
-1.00,1.57,-0.03,-0.00,-0.04
-1.00,1.64,0.08,0.00,0.43
-1.00,2.07,0.10,0.00,1.14
-1.00,2.26,-0.14,-0.00,-2.67
-1.00,2.13,-0.20,-0.01,-8.16
-1.00,1.94,-0.01,-0.00,-0.00
-1.00,2.08,0.22,0.01,10.17
-1.00,2.41,0.15,0.00,3.64
-1.00,2.63,-0.07,-0.00,-0.35
-1.00,2.85,-0.10,-0.00,-1.10
-1.00,2.87,-0.11,-0.00,-1.41
-1.00,2.86,0.00,0.00,0.00
-1.00,2.73,0.04,0.00,0.06
-1.00,2.67,0.10,0.00,1.14
-1.00,2.50,0.03,0.00,0.02
-1.00,2.39,0.03,0.00,0.02
-1.00,2.17,-0.04,-0.00,-0.06
-1.00,2.07,0.01,0.00,0.00
-1.00,1.94,-0.03,-0.00,-0.04
-1.00,1.90,-0.00,-0.00,-0.00
-1.00,1.79,-0.05,-0.00,-0.12
-1.00,1.76,0.00,0.00,0.00
-1.00,1.65,-0.03,-0.00,-0.02
-1.00,1.69,0.05,0.00,0.16
-1.00,1.68,-0.00,-0.00,-0.00
-1.00,1.76,0.02,0.00,0.01
-1.00,1.68,-0.06,-0.00,-0.19
-1.00,1.70,0.03,0.00,0.02
-1.00,1.63,-0.00,-0.00,-0.00
-1.00,1.60,0.03,0.00,0.03
-1.00,1.49,-0.01,-0.00,-0.00
-1.00,1.43,0.02,0.00,0.02
-1.00,1.30,-0.02,-0.00,-0.00
-1.00,1.28,0.03,0.00,0.02
-1.00,1.22,-0.02,-0.00,-0.00
-1.00,1.28,0.01,0.00,0.00
-1.00,1.29,-0.04,-0.00,-0.05
-1.00,1.34,-0.02,-0.00,-0.01
-1.00,1.34,-0.03,-0.00,-0.02
-1.00,1.42,0.03,0.00,0.03
-1.00,1.45,-0.00,-0.00,-0.00
-1.00,1.53,0.03,0.00,0.02
-1.00,1.56,-0.01,-0.00,-0.00
-1.00,1.67,0.02,0.00,0.01
-1.00,1.75,-0.01,-0.00,-0.00
-1.00,1.99,0.04,0.00,0.05
-1.00,2.21,-0.03,-0.00,-0.02
-1.00,2.50,-0.02,-0.00,-0.01
-1.00,2.64,-0.07,-0.00,-0.35
-1.00,2.75,-0.01,-0.00,-0.00
-1.00,2.73,0.01,0.00,0.00
-1.00,2.71,0.06,0.00,0.22
-1.00,2.53,0.01,0.00,0.00
-1.00,2.34,0.04,0.00,0.07
-1.00,2.14,0.03,0.00,0.03
-1.00,2.12,0.05,0.00,0.13
-1.00,2.04,-0.05,-0.00,-0.15
-1.00,2.09,-0.04,-0.00,-0.07
-1.00,2.06,-0.08,-0.00,-0.50
-1.00,2.12,-0.02,-0.00,-0.00
-1.00,2.09,-0.02,-0.00,-0.01
-1.00,2.11,0.03,0.00,0.02
-1.00,2.00,0.00,0.00,0.00
-1.00,1.96,0.06,0.00,0.19
-1.00,1.89,0.02,0.00,0.01
-1.00,1.87,0.03,0.00,0.02
-1.00,1.77,-0.03,-0.00,-0.03
-1.00,1.75,0.00,0.00,0.00
-1.00,1.66,-0.03,-0.00,-0.03
-1.00,1.62,0.00,0.00,0.00
-1.00,1.52,-0.02,-0.00,-0.01
-1.00,1.50,0.02,0.00,0.01
-1.00,1.44,-0.01,-0.00,-0.00
-1.00,1.47,0.02,0.00,0.01
-1.00,1.46,-0.02,-0.00,-0.01
-1.00,1.48,-0.01,-0.00,-0.00
-1.00,1.55,0.01,0.00,0.00
-1.00,2.17,0.15,0.00,3.42
-1.00,2.44,-0.16,-0.00,-3.87
-1.00,2.35,-0.21,-0.01,-9.91
-1.00,1.81,-0.10,-0.00,-0.89
-1.00,1.65,0.29,0.02,24.92
-1.00,1.62,0.24,0.01,14.08
-1.00,1.57,0.02,0.00,0.01
-1.00,1.39,-0.13,-0.00,-2.41
-1.00,1.39,-0.05,-0.00,-0.16
-1.00,1.34,-0.08,-0.00,-0.47
-1.00,1.40,-0.01,-0.00,-0.00
-1.00,1.43,-0.02,-0.00,-0.01
-1.00,1.57,0.03,0.00,0.02
-1.00,1.66,-0.01,-0.00,-0.00
-1.00,1.74,0.00,0.00,0.00
-1.00,1.74,-0.01,-0.00,-0.00
-1.00,1.79,0.05,0.00,0.12
-1.00,1.75,0.01,0.00,0.00
-1.00,1.84,0.05,0.00,0.14
-1.00,1.87,-0.01,-0.00,-0.00
-1.00,2.04,0.01,0.00,0.00
-1.00,2.12,-0.05,-0.00,-0.16
-1.00,2.23,-0.03,-0.00,-0.02
-1.00,2.19,-0.05,-0.00,-0.12
-1.00,2.23,0.04,0.00,0.07
-1.00,2.17,0.01,0.00,0.00
-1.00,2.19,0.05,0.00,0.12
-1.00,2.10,-0.01,-0.00,-0.00
-1.00,2.12,0.03,0.00,0.02
-1.00,2.02,-0.04,-0.00,-0.06
-1.00,2.01,0.01,0.00,0.00
-1.00,1.93,-0.02,-0.00,-0.01
-1.00,1.93,0.02,0.00,0.01
-1.00,1.87,-0.02,-0.00,-0.01
-1.00,1.94,0.03,0.00,0.02
-1.00,1.93,-0.03,-0.00,-0.02
-1.00,1.98,0.00,0.00,0.00
-1.00,1.86,-0.06,-0.00,-0.17
-1.00,1.82,0.04,0.00,0.05
-1.00,1.75,0.03,0.00,0.03
-1.00,1.75,0.04,0.00,0.05
-1.00,1.67,-0.03,-0.00,-0.02
-1.00,1.65,0.00,0.00,0.00
-1.00,1.54,-0.04,-0.00,-0.05
-1.00,1.53,0.02,0.00,0.01
-1.00,1.52,0.00,0.00,0.00
-1.00,1.61,0.02,0.00,0.01
-1.00,1.57,-0.06,-0.00,-0.21
-1.00,1.60,-0.00,-0.00,-0.00
-1.00,1.56,-0.01,-0.00,-0.00
-1.00,1.61,0.04,0.00,0.08
-1.00,1.56,-0.02,-0.00,-0.00
-1.00,1.58,0.02,0.00,0.01
-1.00,1.50,-0.02,-0.00,-0.01
-1.00,1.52,0.03,0.00,0.03
-1.00,1.49,-0.01,-0.00,-0.00
-1.00,1.53,0.01,0.00,0.00
-1.00,1.50,-0.03,-0.00,-0.04
-1.00,1.54,0.01,0.00,0.00
-1.00,1.49,-0.03,-0.00,-0.02
-1.00,1.48,0.01,0.00,0.00
-1.00,1.42,-0.00,-0.00,-0.00
-1.00,1.46,0.04,0.00,0.07
-1.00,1.42,-0.02,-0.00,-0.00
-1.00,1.51,0.02,0.00,0.01
-1.00,1.56,-0.02,-0.00,-0.01
-1.00,1.69,-0.00,-0.00,-0.00
-1.00,1.70,-0.05,-0.00,-0.15
-1.00,1.72,0.00,0.00,0.00
-1.00,1.70,0.01,0.00,0.00
-1.00,1.79,0.06,0.00,0.22
-1.00,1.82,-0.00,-0.00,-0.00
-1.00,1.90,-0.00,-0.00,-0.00
-1.00,1.86,-0.05,-0.00,-0.11
-1.00,1.86,0.01,0.00,0.00
-1.00,1.76,-0.01,-0.00,-0.00
-1.00,1.73,0.04,0.00,0.06
-1.00,1.65,0.01,0.00,0.00
-1.00,1.70,0.04,0.00,0.06
-1.00,1.71,-0.03,-0.00,-0.02
-1.00,1.81,-0.01,-0.00,-0.00
-1.00,1.83,-0.05,-0.00,-0.13
-1.00,1.87,-0.01,-0.00,-0.00
-1.00,2.05,0.05,0.00,0.11
-1.00,2.59,0.11,0.00,1.30
-1.00,2.66,-0.18,-0.01,-6.32
-1.00,2.38,-0.17,-0.00,-4.64
-1.00,1.85,0.02,0.00,0.00
-1.00,1.74,0.31,0.03,30.79
-1.00,1.70,0.17,0.00,4.63
-1.00,1.72,-0.03,-0.00,-0.02
-1.00,1.63,-0.16,-0.00,-4.30
-1.00,1.64,-0.10,-0.00,-0.88
-1.00,1.58,-0.07,-0.00,-0.36
-1.00,1.58,0.01,0.00,0.00
-1.00,1.52,0.01,0.00,0.00
-1.00,1.56,0.06,0.00,0.22
-1.00,1.50,-0.00,-0.00,-0.00
-1.00,1.50,0.03,0.00,0.02
-1.00,1.39,-0.02,-0.00,-0.00
-1.00,1.47,0.06,0.00,0.21
-1.00,1.49,-0.02,-0.00,-0.00
-1.00,1.62,0.00,0.00,0.00
-1.00,1.68,-0.05,-0.00,-0.14
-1.00,1.85,0.01,0.00,0.00
-1.00,1.93,-0.04,-0.00,-0.04
-1.00,2.06,0.01,0.00,0.00
-1.00,2.08,-0.01,-0.00,-0.00
-1.00,2.15,0.04,0.00,0.05
-1.00,2.12,0.00,0.00,0.00
-1.00,2.13,0.03,0.00,0.02
-1.00,2.01,-0.02,-0.00,-0.01
-1.00,1.99,0.04,0.00,0.05
-1.00,1.92,-0.01,-0.00,-0.00
-1.00,1.96,0.02,0.00,0.01
-1.00,1.93,-0.04,-0.00,-0.08
-1.00,1.96,-0.01,-0.00,-0.00
-1.00,1.91,-0.04,-0.00,-0.07
-1.00,1.80,-0.01,-0.00,-0.00
-1.00,1.51,-0.03,-0.00,-0.02
-1.00,1.33,0.09,0.00,0.70
-1.00,1.21,0.08,0.00,0.46
-1.00,1.40,0.09,0.00,0.69
-1.00,1.57,-0.07,-0.00,-0.37
-1.00,1.87,-0.08,-0.00,-0.54
-1.00,2.05,-0.13,-0.00,-2.00
-1.00,2.25,-0.03,-0.00,-0.02
-1.00,2.29,-0.01,-0.00,-0.00
-1.00,2.39,0.09,0.00,0.72
-1.00,2.42,0.07,0.00,0.36
-1.00,2.53,0.07,0.00,0.39
-1.00,2.58,-0.01,-0.00,-0.00
-1.00,2.71,-0.00,-0.00,-0.00
-1.00,2.71,-0.07,-0.00,-0.33
-1.00,2.85,0.01,0.00,0.00
-1.00,2.98,-0.01,-0.00,-0.00
-1.00,3.14,-0.01,-0.00,-0.00
-1.00,3.08,-0.08,-0.00,-0.49
-1.00,3.00,0.01,0.00,0.00
-1.00,2.77,0.02,0.00,0.01
-1.00,2.56,0.07,0.00,0.36
-1.00,2.17,0.01,0.00,0.00
-1.00,1.84,0.04,0.00,0.08
-1.00,1.53,0.02,0.00,0.01
-1.00,1.31,0.01,0.00,0.00
-1.00,0.98,-0.08,-0.00,-0.54
-1.00,0.80,-0.01,-0.00,-0.00
-1.00,0.66,-0.01,-0.00,-0.00
-1.00,0.65,0.00,0.00,0.00
-1.00,0.59,-0.04,-0.00,-0.06
-1.00,0.61,-0.00,-0.00,-0.00
-1.00,0.57,-0.02,-0.00,-0.01
-1.00,0.61,0.04,0.00,0.05
-1.00,0.57,0.01,0.00,0.00
-1.00,0.59,0.03,0.00,0.04
-1.00,0.52,-0.01,-0.00,-0.00
-1.00,0.58,0.05,0.00,0.10
-1.00,0.61,-0.00,-0.00,-0.00
-1.00,0.77,0.01,0.00,0.00
-1.00,0.88,-0.05,-0.00,-0.11
-1.00,1.04,-0.02,-0.00,-0.01
-1.00,1.12,-0.04,-0.00,-0.04
-1.00,1.30,0.03,0.00,0.04
-1.00,1.35,-0.02,-0.00,-0.01
-1.00,1.49,0.04,0.00,0.07
-1.00,1.52,-0.01,-0.00,-0.00
-1.00,1.56,0.02,0.00,0.00
-1.00,1.50,-0.01,-0.00,-0.00
-1.00,1.51,0.04,0.00,0.05
-1.00,1.46,-0.01,-0.00,-0.00
-1.00,1.52,0.03,0.00,0.02
-1.00,1.51,-0.04,-0.00,-0.06
-1.00,1.59,-0.00,-0.00,-0.00
-1.00,1.55,-0.05,-0.00,-0.13
-1.00,1.60,0.02,0.00,0.00
-1.00,1.67,0.02,0.00,0.01
-1.00,2.00,0.07,0.00,0.39
-1.00,2.57,0.04,0.00,0.06
-1.00,2.83,-0.18,-0.01,-5.65
-1.00,2.47,-0.26,-0.02,-16.67
-1.00,1.96,0.05,0.00,0.10
-1.00,1.72,0.32,0.03,32.35
-1.00,1.77,0.28,0.02,21.03
-1.00,1.67,-0.06,-0.00,-0.20
-1.00,1.70,-0.11,-0.00,-1.47
-1.00,1.72,-0.14,-0.00,-3.04
-1.00,1.84,-0.07,-0.00,-0.29
-1.00,1.84,-0.07,-0.00,-0.37
-1.00,1.92,0.03,0.00,0.02
-1.00,1.88,0.02,0.00,0.00
-1.00,1.91,0.07,0.00,0.40
-1.00,1.83,0.02,0.00,0.01
-1.00,1.99,0.09,0.00,0.80
-1.00,2.04,-0.03,-0.00,-0.04
-1.00,2.14,-0.03,-0.00,-0.04
-1.00,2.09,-0.07,-0.00,-0.35
-1.00,2.07,0.01,0.00,0.00
-1.00,1.99,0.01,0.00,0.00
-1.00,2.08,0.08,0.00,0.45
-1.00,2.09,-0.01,-0.00,-0.00
-1.00,2.11,-0.02,-0.00,-0.01
-1.00,2.02,-0.05,-0.00,-0.13
-1.00,2.02,0.03,0.00,0.03
-1.00,1.95,-0.00,-0.00,-0.00
-1.00,1.94,0.03,0.00,0.02
-1.00,1.88,-0.01,-0.00,-0.00
-1.00,1.96,0.04,0.00,0.04
-1.00,1.92,-0.05,-0.00,-0.11
-1.00,1.96,-0.00,-0.00,-0.00
-1.00,1.88,-0.03,-0.00,-0.03
-1.00,1.87,0.03,0.00,0.02
-1.00,1.76,-0.01,-0.00,-0.00
-1.00,1.72,0.03,0.00,0.04
-1.00,1.59,-0.01,-0.00,-0.00
-1.00,1.57,0.03,0.00,0.04
-1.00,1.50,-0.02,-0.00,-0.01
-1.00,1.50,0.00,0.00,0.00
-1.00,1.41,-0.04,-0.00,-0.06
-1.00,1.42,0.01,0.00,0.00
-1.00,1.34,-0.02,-0.00,-0.01
-1.00,1.35,0.02,0.00,0.01
-1.00,1.26,-0.02,-0.00,-0.01
-1.00,1.23,0.02,0.00,0.01
-1.00,1.20,0.01,0.00,0.00
-1.00,1.27,0.03,0.00,0.02
-1.00,1.24,-0.04,-0.00,-0.07
-1.00,1.30,0.01,0.00,0.00
-1.00,1.30,-0.03,-0.00,-0.02
-1.00,1.36,0.02,0.00,0.01
-1.00,1.35,-0.02,-0.00,-0.00
-1.00,1.45,0.03,0.00,0.04
-1.00,1.46,-0.02,-0.00,-0.01
-1.00,1.52,0.01,0.00,0.00
-1.00,1.51,-0.02,-0.00,-0.01
-1.00,1.54,0.02,0.00,0.01
-1.00,1.50,-0.01,-0.00,-0.00
-1.00,1.56,0.04,0.00,0.04
-1.00,1.54,-0.02,-0.00,-0.00
-1.00,1.61,0.01,0.00,0.00
-1.00,1.58,-0.04,-0.00,-0.05
-1.00,1.62,0.01,0.00,0.00
-1.00,1.58,-0.02,-0.00,-0.01
-1.00,1.63,0.03,0.00,0.03
-1.00,1.59,-0.02,-0.00,-0.00
-1.00,1.63,0.02,0.00,0.01
-1.00,1.57,-0.03,-0.00,-0.02
-1.00,1.61,0.03,0.00,0.02
-1.00,1.59,-0.01,-0.00,-0.00
-1.00,1.68,0.03,0.00,0.02
-1.00,1.73,-0.02,-0.00,-0.01
-1.00,1.90,0.02,0.00,0.00
-1.00,1.97,-0.04,-0.00,-0.09
-1.00,2.05,-0.01,-0.00,-0.00
-1.00,2.04,-0.02,-0.00,-0.01
-1.00,2.16,0.07,0.00,0.28
-1.00,2.17,0.00,0.00,0.00
-1.00,2.23,0.01,0.00,0.00
-1.00,2.19,-0.03,-0.00,-0.02
-1.00,2.21,0.02,0.00,0.01
-1.00,2.15,-0.01,-0.00,-0.00
-1.00,2.13,0.02,0.00,0.00
-1.00,2.06,-0.01,-0.00,-0.00
-1.00,2.10,0.03,0.00,0.02
-1.00,1.99,-0.05,-0.00,-0.13
-1.00,1.90,-0.01,-0.00,-0.00
-1.00,1.77,0.00,0.00,0.00
-1.00,1.75,0.05,0.00,0.14
-1.00,1.70,-0.01,-0.00,-0.00
-1.00,1.71,0.00,0.00,0.00
-1.00,1.65,-0.04,-0.00,-0.07
-1.00,1.69,0.01,0.00,0.00
-1.00,1.66,-0.02,-0.00,-0.01
-1.00,2.03,0.11,0.00,1.50
-1.00,2.52,0.01,0.00,0.00
-1.00,2.67,-0.19,-0.01,-7.36
-1.00,2.23,-0.23,-0.01,-11.46
-1.00,1.83,0.12,0.00,1.68
-1.00,1.72,0.31,0.03,30.94
-1.00,1.78,0.18,0.01,6.09
-1.00,1.72,-0.09,-0.00,-0.67
-1.00,1.73,-0.12,-0.00,-1.69
-1.00,1.65,-0.14,-0.00,-2.47
-1.00,1.68,-0.02,-0.00,-0.01
-1.00,1.56,-0.04,-0.00,-0.04
-1.00,1.62,0.08,0.00,0.43
-1.00,1.62,0.02,0.00,0.01
-1.00,1.71,0.03,0.00,0.03
-1.00,1.65,-0.04,-0.00,-0.08
-1.00,1.61,0.00,0.00,0.00
-1.00,1.53,0.01,0.00,0.00
-1.00,1.57,0.05,0.00,0.17
-1.00,1.54,-0.01,-0.00,-0.00
-1.00,1.65,0.02,0.00,0.00
-1.00,1.70,-0.04,-0.00,-0.08
-1.00,1.85,-0.00,-0.00,-0.00
-1.00,1.91,-0.04,-0.00,-0.08
-1.00,2.03,0.01,0.00,0.00
-1.00,2.11,0.00,0.00,0.00
-1.00,2.28,0.04,0.00,0.05
-1.00,2.25,-0.05,-0.00,-0.10
-1.00,2.19,0.00,0.00,0.00
-1.00,2.03,0.01,0.00,0.00
-1.00,1.92,0.06,0.00,0.21
-1.00,1.77,0.02,0.00,0.01
-1.00,1.71,0.02,0.00,0.01
-1.00,1.56,-0.05,-0.00,-0.11
-1.00,1.49,-0.02,-0.00,-0.01
-1.00,1.29,-0.06,-0.00,-0.19
-1.00,1.20,0.02,0.00,0.01
-1.00,1.12,0.02,0.00,0.00
-1.00,1.24,0.05,0.00,0.15
-1.00,1.34,-0.03,-0.00,-0.03
-1.00,1.52,-0.03,-0.00,-0.02
-1.00,1.61,-0.06,-0.00,-0.27
-1.00,1.73,0.00,0.00,0.00
-1.00,1.81,0.02,0.00,0.01
-1.00,1.94,0.05,0.00,0.13
-1.00,1.92,-0.01,-0.00,-0.00
-1.00,1.86,0.01,0.00,0.00
-1.00,1.68,-0.00,-0.00,-0.00
-1.00,1.52,0.05,0.00,0.10
-1.00,1.22,-0.01,-0.00,-0.00
-1.00,1.01,0.04,0.00,0.05
-1.00,0.77,-0.00,-0.00,-0.00
-1.00,0.68,0.02,0.00,0.00
-1.00,0.40,-0.10,-0.00,-0.89
